"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"1934",9567.79,8153.23,6957.06,5936.7,5043.97,4255.38,3575.21,3001.39,2521.66,2122.34,1788.79,1509.61,1275.25,1077.62,911.466,771.849,654.686,556.194,472.392,400.622,339.226,287.287,243.517,206.516,175.188,148.651,126.164,107.105,90.947,77.2452,65.6232,55.763,47.3954,40.2927,34.2623,29.1411,24.7909,21.0949,17.954,15.2841,88.3216
"1935",9607.06,8178.72,6969.48,5937.92,5016.53,4207.44,3522.3,2949.89,2473.8,2077.72,1748.53,1473.68,1243.66,1050.58,887.769,750.885,635.866,539.344,458.204,389.167,330.041,279.461,236.673,200.615,170.132,144.324,122.461,103.936,88.2352,74.924,63.6362,54.0618,45.9387,39.0453,33.1939,28.226,24.007,20.4233,17.3784,14.7908,85.3524
"1936",9663.19,8212.29,6991.28,5949.4,5021.44,4187.59,3483.02,2905.35,2430.18,2037.18,1710.8,1439.68,1213.36,1023.97,864.99,730.939,618.236,523.535,444.064,377.259,320.417,271.736,230.092,194.863,165.174,140.077,118.828,100.827,85.5751,72.6477,61.688,52.3943,44.5113,37.8232,32.1476,27.3299,23.2396,19.766,16.8153,14.3084,82.4521
"1937",9731.93,8260.27,7019.99,5971.35,5049.34,4216.74,3488.23,2890.22,2407.54,2012.9,1687.14,1416.77,1192.23,1004.79,847.956,716.303,605.294,511.964,433.541,367.731,312.409,265.338,225.026,190.54,161.367,136.781,115.998,98.4015,83.4956,70.865,60.1597,51.084,43.3879,36.8599,31.3215,26.6215,22.632,19.2448,16.3682,13.9248,80.1276
"1938",9780.63,8319.03,7060.99,5992.47,5046.2,4200.76,3468.65,2854.33,2360.55,1965.15,1642.72,1376.78,1156.11,972.87,819.919,691.937,584.506,493.922,417.764,353.771,300.07,254.927,216.517,183.622,155.481,131.676,111.614,94.6547,80.2959,68.1326,57.826,49.0905,41.6847,35.4046,30.0778,25.5584,21.7232,18.4678,15.7038,13.3565,76.747
"1939",9761.48,8360.66,7111.21,6025.62,5052.32,4177.13,3432.14,2816.83,2312.89,1911.42,1590.88,1329.74,1114.43,935.804,787.475,663.668,560.074,473.116,399.794,338.15,286.352,242.885,206.345,175.255,148.628,125.851,106.582,90.3432,76.6161,64.9936,55.1483,46.8059,39.7352,33.7407,28.6574,24.3458,20.6877,17.5833,14.9483,12.7111,72.9322
"1940",9603.91,8344.28,7146.78,6066.37,5064.53,4148.87,3372.31,2748.72,2249.37,1845.19,1524.43,1268.65,1060.36,888.652,746.205,627.925,529.201,446.595,377.256,318.79,269.636,228.333,193.672,164.536,139.745,118.514,100.351,84.9866,72.0383,61.0924,51.8249,43.9744,37.3223,31.6842,26.9043,22.851,19.4129,16.496,14.0207,11.9195,68.2906
"1941",9291.02,8209.6,7132.81,6100.82,5117.14,4175.18,3355.68,2701.89,2194.61,1793.89,1471.02,1215.14,1011.2,845.162,708.294,594.754,500.479,421.792,355.952,300.686,254.086,214.908,181.989,154.363,131.141,111.381,94.4594,79.9832,67.737,57.4168,48.6926,41.3061,35.049,29.7471,25.2533,21.4436,18.213,15.4727,13.1479,11.1749,63.93
"1942",8894.42,7942.13,7017.69,6091.84,5162.03,4239.27,3393.52,2700.85,2166.68,1757.77,1436.24,1177.58,972.69,809.422,676.506,566.947,476.063,400.601,337.617,284.916,240.679,203.379,172.02,145.67,123.557,104.969,89.1533,75.6083,64.0211,54.2189,45.9583,38.9751,33.0627,28.0543,23.8105,20.2136,17.1641,14.5782,12.3849,10.524,60.1164
"1943",8556.92,7603.11,6789.06,5994.11,5144.86,4228.52,3371.08,2656.75,2102.15,1683.22,1364.73,1114.87,914.015,754.96,628.229,525.062,440.028,369.488,310.919,262.035,221.132,186.798,157.849,133.51,113.059,95.8965,81.4697,69.1945,58.6819,49.6887,42.0809,35.6696,30.2498,25.661,21.7738,18.48,15.6883,13.3216,11.3146,9.61225,54.8261
"1944",8484.94,7314.61,6499.25,5796.92,5049.27,4190.54,3336.8,2616.7,2049.55,1618.47,1295.1,1049.82,857.544,703.021,580.673,483.194,403.842,338.438,284.184,239.137,201.538,170.078,143.671,121.406,102.686,86.9563,73.7565,62.6605,53.2193,45.1338,38.2169,32.3655,27.4344,23.2659,19.7365,16.7468,14.2135,12.0663,10.246,8.70235,49.5612
"1945",8711.92,7253.07,6252.63,5548.49,4885.92,4138.98,3350.93,2634.47,2056.01,1607.81,1268.95,1015.21,822.877,672.14,551.015,455.117,378.713,316.519,265.257,222.734,187.427,157.958,133.301,112.604,95.1532,80.4814,68.1531,57.8077,49.111,41.7113,35.3742,29.953,25.3669,21.5021,18.2349,15.4687,13.1255,11.14,9.45712,8.03042,45.6648
